"intercept","temp","prec","sais_temp","sais_prec","pet","cwd","ndm"
1,0.729339107512452,-2.19461636705002,-0.162099306257191,0.885874854714083,0.434382597191307,0.451256372540753,0.468209374823482
1,0.795795510053323,-2.22347974997276,-0.154794161848469,0.928941401573889,0.55259949855949,0.519802799680338,0.468209374823482
1,0.629654503701147,-2.15544463308344,-0.152967875746289,0.885874854714083,0.326912686856596,0.382709945401169,0.468209374823482
1,0.662882704971582,-2.15544463308344,-0.149315303541928,0.885874854714083,0.36990065099048,0.403571901487129,0.468209374823482
1,0.629654503701147,-2.14719795224837,-0.138357586928844,0.842808307854278,0.301836374445163,0.355887430433505,0.468209374823482
1,-0.765929949657125,-1.79052900613159,-0.0707850011481642,0.326009745536611,-0.883914969581152,-0.389182429779369,0.194357941418159
1,-0.898842754738866,-1.75341894237378,-0.0653061428416226,0.282943198676805,-0.96630856750443,-0.43090634195129,-0.0794934919871643
1,-0.53333254076408,-1.84619410176831,-0.0744375733525253,0.369076292396416,-0.751368746835008,-0.305734605435527,0.194357941418159
1,-0.699473547116255,-1.82557739968064,-0.0726112872503447,0.326009745536611,-0.844509335791757,-0.356399355930003,0.194357941418159
1,-0.699473547116255,-1.82557739968064,-0.0726112872503447,0.326009745536611,-0.844509335791757,-0.356399355930003,0.194357941418159
1,1.19453392529854,-2.16987632454481,-0.152967875746289,0.196810104957194,1.19025429987878,0.540664755766298,0.468209374823482
1,1.26099032783941,-2.19049302663248,-0.140183873031025,0.196810104957194,1.31563586193594,0.60325062402418,0.468209374823482
1,1.22776212656898,-2.17399966496234,-0.145662731337566,0.153743558097389,1.25115391573511,0.552585873529704,0.468209374823482
1,1.19453392529854,-2.23172643080783,-0.145662731337566,0.196810104957194,1.18667196953429,0.537684476325447,0.468209374823482
1,1.19453392529854,-2.19255469684125,-0.138357586928844,0.196810104957194,1.13651934471142,0.507881681916932,0.468209374823482
1,0.995164717675933,-2.0626694736889,0.175763622646209,0.239876651817,0.824856604740758,0.275419885530515,0.468209374823482
1,1.0616211202168,-2.07710116515027,0.201331628076737,0.282943198676805,0.917997193697508,0.314163518261584,0.468209374823482
1,0.895480113864628,-2.00906604826094,0.157500761624404,0.196810104957194,0.692310381994614,0.188991781745821,0.468209374823482
1,0.895480113864628,-2.03174442055739,0.161153333828765,0.239876651817,0.703057373028086,0.215814296713485,0.468209374823482
1,1.09484932148724,-2.11627289911685,0.199505341974556,0.239876651817,0.971732148864864,0.338005753788396,0.468209374823482
1,1.26099032783941,-2.13482793099576,0.595809426147734,0.713608667274861,1.30847120124696,0.588349226819922,0.468209374823482
1,1.19453392529854,-2.09977953744671,0.566588848512845,0.713608667274861,1.17950730884531,0.528743638002892,0.468209374823482
1,1.22776212656898,-2.09771786723795,0.570241420717207,0.670542120415055,1.24757158539062,0.549605594088853,0.468209374823482
1,1.22776212656898,-2.08740951619411,0.572067706819387,0.670542120415055,1.22607760332368,0.54364503520715,0.468209374823482
1,1.19453392529854,-2.08328617577657,0.557457418001943,0.670542120415055,1.17950730884531,0.516822520239486,0.468209374823482
1,1.19453392529854,-2.11008788849055,1.16013183172152,0.239876651817,1.17592497850082,0.0548792069075038,0.194357941418159
1,1.16130572402811,-2.10184120765548,1.11447467916701,0.282943198676805,1.08994905023305,0.0518989274666523,0.194357941418159
1,1.12807752275767,-2.03999110139246,1.10899582086047,0.282943198676805,1.04337875575467,0.0399778097032463,0.194357941418159
1,0.961936516405498,-2.05236112264506,1.01402894354708,0.326009745536611,0.789033301295855,0.00719473585387986,0.194357941418159
1,1.0616211202168,-2.03380609076615,1.07064381271468,0.326009745536611,0.943073506108941,0.0250764124989888,0.194357941418159
1,1.0616211202168,-1.95340095262422,0.458837968484193,0.498275932975833,0.925161854386489,0.340986033229248,0.468209374823482
1,1.36067493165072,-2.12039623953439,0.835052905533385,0.670542120415055,1.49475237916046,0.573447829615665,0.468209374823482
1,1.0616211202168,-1.96577097387683,0.466143112892916,0.541342479835639,0.928744184730979,0.338005753788396,0.468209374823482
1,0.995164717675933,-1.93690759095408,0.435096249155846,0.498275932975833,0.853515247496681,0.299262121057327,0.468209374823482
1,1.0616211202168,-1.96989431429436,0.453359110177652,0.498275932975833,0.928744184730979,0.338005753788396,0.468209374823482
1,1.32744673038028,-2.05029945243629,0.829574047226844,0.670542120415055,1.4410174239931,0.534704196884595,0.468209374823482
1,1.19453392529854,-2.02968275034862,0.760175175343983,0.670542120415055,1.19741896056776,0.439335254777347,0.468209374823482
1,1.12807752275767,-1.9863876759645,0.738259742117817,0.670542120415055,1.0684550681661,0.376749386519466,0.468209374823482
1,0.995164717675933,-1.96577097387683,0.435096249155846,0.498275932975833,0.821274274396268,0.284360723853069,0.468209374823482
1,1.22776212656898,-2.03586776097492,0.771132891957066,0.670542120415055,1.21174828194572,0.436354975336496,0.468209374823482
1,-0.633017144575385,-1.12254785849093,0.0661864565153766,-0.233855363640861,-0.794356710968892,-0.606742828961529,-0.0794934919871643
1,-0.633017144575385,-1.16790460308382,0.0607075982088349,-0.233855363640861,-0.794356710968892,-0.594821711198123,-0.0794934919871643
1,-0.234278729330164,-1.23387804976438,0.0789704592306404,-0.276921910500667,-0.522099604787624,-0.532235842940241,-0.0794934919871643
1,-0.46687613822321,-1.14934957120491,0.0716653148219182,-0.276921910500667,-0.694051461323162,-0.579920313993865,-0.0794934919871643
1,-0.33396333314147,-1.20295299663286,0.0771441731284598,-0.233855363640861,-0.58299922064396,-0.544156960703647,-0.0794934919871643
1,-0.59978894330495,-1.07306777348051,0.0753178870262793,-0.233855363640861,-0.765698068212969,-0.591841431757271,-0.0794934919871643
1,-0.765929949657125,-1.02358768847009,0.0698390287197377,-0.190788816781056,-0.873167978547681,-0.618663946724935,-0.0794934919871643
1,-0.40041973568234,-1.12873286911723,0.0826230314350015,-0.233855363640861,-0.633151845466825,-0.559058357907905,-0.0794934919871643
1,-0.53333254076408,-1.12667119890847,0.0881018897415431,-0.233855363640861,-0.729874764768065,-0.585880872875568,-0.0794934919871643
1,-0.832386352197996,-1.00090931617365,0.0716653148219182,-0.233855363640861,-0.916155942681565,-0.642506182251747,-0.0794934919871643
1,-1.4969503776067,-0.864839082394998,0.0771441731284598,-0.104655723061445,-1.23498334334121,-0.705092050509628,-0.0794934919871643
1,-1.46372217633626,-0.866900752603765,0.0807967453328209,-0.104655723061445,-1.22065402196325,-0.699131491627925,-0.0794934919871643
1,-1.56340678014757,-0.883394114273905,0.084449317537182,-0.14772226992125,-1.26364198609713,-0.722973727154737,-0.0794934919871643
1,-1.4969503776067,-0.84628405051609,0.0789704592306404,-0.104655723061445,-1.23140101299672,-0.705092050509628,-0.0794934919871643
1,-1.53017857887713,-0.835975699472253,0.0807967453328209,-0.104655723061445,-1.24573033437468,-0.711052609391331,-0.0794934919871643
1,1.12807752275767,-1.95133928241546,1.05603352389723,0.498275932975833,1.0326317647212,0.153228428455603,0.194357941418159
1,0.829023711323758,-1.84000909114201,0.855142052657371,0.541342479835639,0.588422802004393,0.0757411629934643,0.194357941418159
1,0.795795510053323,-1.88124249531736,0.855142052657371,0.541342479835639,0.563346489592961,0.0727608835526128,0.194357941418159
1,0.995164717675933,-1.92659923991025,0.992113510320912,0.498275932975833,0.857097577841172,0.111504516283682,0.194357941418159
1,0.729339107512452,-1.81733071884557,0.800353469591955,0.541342479835639,0.470205900636211,0.0548792069075038,0.194357941418159
1,0.995164717675933,-1.91629088886641,0.953761502175121,0.498275932975833,0.835603595774229,0.123425634047088,0.194357941418159
1,0.762567308782888,-1.79465234654913,0.81861633061376,0.541342479835639,0.509611534425605,0.0608397657892068,0.194357941418159
1,0.829023711323758,-1.85444078260338,0.867926055372635,0.541342479835639,0.595587462693374,0.0787214424343158,0.194357941418159
1,0.862251912594193,-1.86474913364722,0.875231199781357,0.541342479835639,0.627828435793788,0.0817017218751673,0.194357941418159
1,-0.500104339493645,-0.945244220536929,0.137411614500418,-0.492254644799695,-0.694051461323162,-0.702111771068777,-0.0794934919871643
1,0.995164717675933,-2.24821979247797,0.924540924540232,0.541342479835639,0.846350586807701,0.212834017272633,0.194357941418159
1,-0.500104339493645,-0.920504178031719,0.131932756193876,-0.449188097939889,-0.708380782701123,-0.696151212187074,-0.0794934919871643
1,-0.267506930600599,-1.00297098638242,0.148369331113501,-0.5353211916595,-0.543593586854566,-0.672308976660262,-0.0794934919871643
1,-0.40041973568234,-0.930812529075557,0.137411614500418,-0.492254644799695,-0.640316506155806,-0.687210373864519,-0.0794934919871643
1,1.0616211202168,-2.25852814352181,0.942803785562037,0.541342479835639,0.943073506108941,0.245617091122,0.194357941418159
1,1.0616211202168,-2.29357653707086,0.95193521607294,0.541342479835639,0.946655836453431,0.254557929444554,0.194357941418159
